route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,duty,duty_sequence_number,run_sequence_number,route_short_name,slug
345,1,NORMAL_345_Thergaon  to Pune Station_Down-0600_0,Thergaon  to Pune Station,,0,,3287,,,345/1,2,2,345 - Thergaon  to Pune Station,345-thergaon-to-pune-station
345,1,NORMAL_345_Pune Station to Thergaon_Up-0700_0,Pune Station to Thergaon,,0,,3283,,,345/1,3,3,345 - Pune Station to Thergaon,345-pune-station-to-thergaon
345,1,NORMAL_345_Thergaon To Nigdi_Up-1300_0,Thergaon To Nigdi,,1,,4282,,,345/1,8,8,345 - Thergaon To Nigdi,345-thergaon-to-nigdi
14,1,NORMAL_14_Kesnand Phata To Dhayari Maruti Mandir_Down-0550_0,Kesnand Phata To Dhayari Maruti Mandir,,0,,3356,,,14-Jan,1,1,14 - Kesnand Phata To Dhayari Maruti Mandir,14-kesnand-phata-to-dhayari-maruti-mandir
144,1,NORMAL_144_Kothrud Stand To Pune Station_Up-0530_0,Kothrud Stand To Pune Station,,0,,3840,,,144/1,1,1,144 - Kothrud Stand To Pune Station,144-kothrud-stand-to-pune-station
144,1,NORMAL_144_Pune Station To Kothrud Stand_Down-0620_0,Pune Station To Kothrud Stand,,0,,3843,,,144/1,2,2,144 - Pune Station To Kothrud Stand,144-pune-station-to-kothrud-stand
144D,1,NORMAL_144D_Kumbare Park To Pune Station_Up-0700_0,Kumbare Park To Pune Station,,0,,3862,,,144/7,1,1,144D - Kumbare Park To Pune Station,144d-kumbare-park-to-pune-station
144D,1,NORMAL_144D_Pune Station To Kumbare Park_Down-0755_0,Pune Station To Kumbare Park,,0,,3864,,,144/7,2,2,144D - Pune Station To Kumbare Park,144d-pune-station-to-kumbare-park
144,1,NORMAL_144_Sai Sayajinagar To Pune Station_Up-0615_1,Sai Sayajinagar To Pune Station,,0,,3859,,,144/8,1,1,144 - Sai Sayajinagar To Pune Station,144-sai-sayajinagar-to-pune-station
144,1,NORMAL_144_Pune Station To Pune Station_Round-0710_1,Pune Station To Pune Station,,1,,4266,,,144/8,2,2,144 - Pune Station To Pune Station,144-pune-station-to-pune-station
361,1,NORMAL_361_Alandi To Bhosari Terminal_Up-1740_0,Alandi To Bhosari Terminal,,0,,3910,,,257/1,10,3,361 - Alandi To Bhosari Terminal,361-alandi-to-bhosari-terminal
67,1,NORMAL_67_Swargate To Kharadi_UP-1445_0,Swargate To Kharadi,,0,,3187,,,67/4,7,1,67 - Swargate To Kharadi,67-swargate-to-kharadi
3,1,NORMAL_3_Swargate To Pune Station_Up-0600_0,Swargate To Pune Station,,0,,2316,,,03-Jan,1,1,3 - Swargate To Pune Station,3-swargate-to-pune-station
3,1,NORMAL_3_Pune Station To Swargate_Down-0640_0,Pune Station To Swargate,,0,,2678,,,03-Jan,2,2,3 - Pune Station To Swargate,3-pune-station-to-swargate
191,1,NORMAL_191_Pune Station To Trinity College_Up-0600_0,Pune Station To Trinity College,,0,,3647,,,191/1,1,1,191 - Pune Station To Trinity College,191-pune-station-to-trinity-college
191,1,NORMAL_191_Trinity College To Pune Station_Down-0700_0,Trinity College To Pune Station,,0,,3648,,,191/1,2,2,191 - Trinity College To Pune Station,191-trinity-college-to-pune-station
201,1,NORMAL_201_Bhekrainagar To Alandi_Up-0510_0,Bhekrainagar To Alandi,,0,,3657,,,201/1,1,1,201 - Bhekrainagar To Alandi,201-bhekrainagar-to-alandi
201,1,NORMAL_201_Alandi To Bhekrainagar_Down-0710_0,Alandi To Bhekrainagar,,0,,3658,,,201/1,2,2,201 - Alandi To Bhekrainagar,201-alandi-to-bhekrainagar
46,1,NORMAL_46_Swargate To Lohgaon Via Dhanori_Up-0520_0,Swargate To Lohgaon Via Dhanori,,0,,4098,,,46/1,1,1,46 - Swargate To Lohgaon Via Dhanori,46-swargate-to-lohgaon-via-dhanori
46,1,NORMAL_46_Lohgaon To Swargate Via Dhanori_Down-0620_0,Lohgaon To Swargate Via Dhanori,,0,,4100,,,46/1,2,2,46 - Lohgaon To Swargate Via Dhanori,46-lohgaon-to-swargate-via-dhanori
67,1,NORMAL_67_Kharadi To Swargate_DOWN-0625_0,Kharadi To Swargate,,0,,3188,,,67/1,2,2,67 - Kharadi To Swargate,67-kharadi-to-swargate
164,1,NORMAL_164_Swargate To Vimannagar_UP-0545_0,Swargate To Vimannagar,,0,,1059,,,164/1,1,1,164 - Swargate To Vimannagar,164-swargate-to-vimannagar
164,1,NORMAL_164_Vimannagar To Swargate_DOWN-0645_0,Vimannagar To Swargate,,0,,1060,,,164/1,2,2,164 - Vimannagar To Swargate,164-vimannagar-to-swargate
12,1,NORMAL_12_Bhakti Shakti To Upper Depot_Down-0705_0,Bhakti Shakti To Upper Depot,,0,,4809,,,12-Jan,2,2,12 - Bhakti Shakti To Upper Depot,12-bhakti-shakti-to-upper-depot
314,1,NORMAL_314_Bhakti Shakti To Mhalunge Gaon / Dwarka City Phata (Y Junction)_Up-0535_0,Bhakti Shakti To Mhalunge Gaon / Dwarka City Phata (Y Junction),,1,,4623,,,314/1,1,1,314 - Bhakti Shakti To Mhalunge Gaon / Dwarka City Phata (Y Junction),314-bhakti-shakti-to-mhalunge-gaon-dwarka-city-phata-y-junction
314,1,NORMAL_314_Mhalunge Gaon / Dwarka City Phata (Y Junction) To Bhakti Shakti_Down-0620_0,Mhalunge Gaon / Dwarka City Phata (Y Junction) To Bhakti Shakti,,1,,4622,,,314/1,2,2,314 - Mhalunge Gaon / Dwarka City Phata (Y Junction) To Bhakti Shakti,314-mhalunge-gaon-dwarka-city-phata-y-junction-to-bhakti-shakti
117,1,NORMAL_117_Swargate To Dhayari Maruti Mandir_Up-0535_0,Swargate To Dhayari Maruti Mandir,,0,,3503,,,117/1,1,1,117 - Swargate To Dhayari Maruti Mandir,117-swargate-to-dhayari-maruti-mandir
117,1,NORMAL_117_Dhayari Maruti Mandir To Swargate_Down-0615_0,Dhayari Maruti Mandir To Swargate,,0,,3504,,,117/1,2,2,117 - Dhayari Maruti Mandir To Swargate,117-dhayari-maruti-mandir-to-swargate
107,1,NORMAL_107_Gharkul Vasahat Warje To Pimplegurav_Down-0530_0,Gharkul Vasahat Warje To Pimplegurav,,1,,3197,,,107/1,1,1,107 - Gharkul Vasahat Warje To Pimplegurav,107-gharkul-vasahat-warje-to-pimplegurav
107,1,NORMAL_107_Pimplegurav To Gharkul Vasahat Warje_Up-0620_0,Pimplegurav To Gharkul Vasahat Warje,,1,,4438,,,107/1,2,2,107 - Pimplegurav To Gharkul Vasahat Warje,107-pimplegurav-to-gharkul-vasahat-warje
117C,1,NORMAL_117C_Swargate To Raykarmala_Up-1735_0,Swargate To Raykarmala,,0,,3802,,,117/3,15,5,117C - Swargate To Raykarmala,117c-swargate-to-raykarmala
117C,1,NORMAL_117C_Raykarmala To Swargate_Down-1835_0,Raykarmala To Swargate,,0,,3804,,,117/3,16,6,117C - Raykarmala To Swargate,117c-raykarmala-to-swargate
234,1,NORMAL_234_Ma Na Pa To Kharadi Gaon_Up-0530_0,Ma Na Pa To Kharadi Gaon,,0,,3185,,,234/1,1,1,234 - Ma Na Pa To Kharadi Gaon,234-ma-na-pa-to-kharadi-gaon
161,1,NORMAL_161_Warje Malwadi To Vimannagar_Up-0540_0,Warje Malwadi To Vimannagar,,0,,2932,,,161/1,1,1,161 - Warje Malwadi To Vimannagar,161-warje-malwadi-to-vimannagar
161,1,NORMAL_161_Vimannagar To  Warje Malwadi_Down-0650_0,Vimannagar To  Warje Malwadi,,0,,2931,,,161/1,2,2,161 - Vimannagar To  Warje Malwadi,161-vimannagar-to-warje-malwadi
234,1,NORMAL_234_Kharadi Gaon To Ma Na Pa_Down-0745_0,Kharadi Gaon To Ma Na Pa,,0,,3186,,,234/6,2,2,234 - Kharadi Gaon To Ma Na Pa,234-kharadi-gaon-to-ma-na-pa
77,1,NORMAL_77_Warje Malwadi To Warje Malwadi_Round-0700_0,Warje Malwadi To Warje Malwadi,,0,,3617,,,77/1,1,1,77 - Warje Malwadi To Warje Malwadi,77-warje-malwadi-to-warje-malwadi
113,1,NORMAL_113_Appa Balawant Chowk To Pimplegurav Via Medi Point Mayurnagri_Up-0705_0,Appa Balawant Chowk To Pimplegurav Via Medi Point Mayurnagri,,1,,4712,,,113/10,1,1,113 - Appa Balawant Chowk To Pimplegurav Via Medi Point Mayurnagri,113-appa-balawant-chowk-to-pimplegurav-via-medi-point-mayurnagri
113,1,NORMAL_113_Pimplegurav To Appa Balawant Chowk Via Mayurnagri Medi Point_Down-0745_0,Pimplegurav To Appa Balawant Chowk Via Mayurnagri Medi Point,,1,,4711,,,113/10,2,2,113 - Pimplegurav To Appa Balawant Chowk Via Mayurnagri Medi Point,113-pimplegurav-to-appa-balawant-chowk-via-mayurnagri-medi-point
91,1,NORMAL_91_Ishannagari To Ma Na Pa Congress Bhavan_Down-0850_0,Ishannagari To Ma Na Pa Congress Bhavan,,1,,4280,,,91/1,1,1,91 - Ishannagari To Ma Na Pa Congress Bhavan,91-ishannagari-to-ma-na-pa-congress-bhavan
91,1,NORMAL_91_Ma Na Pa Congress Bhavan To Ishannagari_Up-0935_0,Ma Na Pa Congress Bhavan To Ishannagari,,1,,4279,,,91/1,2,2,91 - Ma Na Pa Congress Bhavan To Ishannagari,91-ma-na-pa-congress-bhavan-to-ishannagari
118,1,NORMAL_118_Swargate To Venutai Chavan College_Up-0545_0,Swargate To Venutai Chavan College,,0,,3506,,,118/1,1,1,118 - Swargate To Venutai Chavan College,118-swargate-to-venutai-chavan-college
118,1,NORMAL_118_Venutai Chavan College To Swargate_Down-0620_0,Venutai Chavan College To Swargate,,0,,3509,,,118/1,2,2,118 - Venutai Chavan College To Swargate,118-venutai-chavan-college-to-swargate
216,1,NORMAL_216_Bharati Vidyapeeth To Bharati Vidyapeeth_Round-0625_0,Bharati Vidyapeeth To Bharati Vidyapeeth,,0,,3517,,,216/1,1,1,216 - Bharati Vidyapeeth To Bharati Vidyapeeth,216-bharati-vidyapeeth-to-bharati-vidyapeeth
216C,1,NORMAL_216C_Bharati Vidyapeeth To Mandai_Up-0905_0,Bharati Vidyapeeth To Mandai,,0,,3712,,,216/4,1,1,216C - Bharati Vidyapeeth To Mandai,216c-bharati-vidyapeeth-to-mandai
216A,1,NORMAL_216A_Mandai To Katraj_Down-0940_0,Mandai To Katraj,,0,,3708,,,216/4,2,2,216A - Mandai To Katraj,216a-mandai-to-katraj
216C,1,NORMAL_216C_Mandai To Bharati Vidyapeeth_Down-1235_0,Mandai To Bharati Vidyapeeth,,0,,3713,,,216/4,5,5,216C - Mandai To Bharati Vidyapeeth,216c-mandai-to-bharati-vidyapeeth
216A,1,NORMAL_216A_Katraj To Mandai_Up-1800_0,Katraj To Mandai,,0,,3707,,,216/4,7,2,216A - Katraj To Mandai,216a-katraj-to-mandai
299,1,NORMAL_299_Katraj To Bhosarigaon_Up-0600_0,Katraj To Bhosarigaon,,0,,4752,,,299/1,1,1,299 - Katraj To Bhosarigaon,299-katraj-to-bhosarigaon
299,1,NORMAL_299_Bhosarigaon To Katraj_Down-0720_0,Bhosarigaon To Katraj,,0,,4753,,,299/1,2,2,299 - Bhosarigaon To Katraj,299-bhosarigaon-to-katraj
47,1,NORMAL_47_Sanaswadi Nandoshi To Shaniwarwada_Down-0650_0,Sanaswadi Nandoshi To Shaniwarwada,,0,,2466,,,47/1,1,1,47 - Sanaswadi Nandoshi To Shaniwarwada,47-sanaswadi-nandoshi-to-shaniwarwada
47,1,NORMAL_47_Shaniwarwada To Sanaswadi Nandoshi_Up-0750_0,Shaniwarwada To Sanaswadi Nandoshi,,0,,2962,,,47/1,2,2,47 - Shaniwarwada To Sanaswadi Nandoshi,47-shaniwarwada-to-sanaswadi-nandoshi
303,1,NORMAL_303_Akurdi Railway Station To Rupeenagar_Down-0850_0,Akurdi Railway Station To Rupeenagar,,1,,5081,,,303/3,4,4,303 - Akurdi Railway Station To Rupeenagar,303-akurdi-railway-station-to-rupeenagar
303,1,NORMAL_303_Rupeenagar To Akurdi Railway Station_Up-0920_0,Rupeenagar To Akurdi Railway Station,,1,,5082,,,303/3,5,5,303 - Rupeenagar To Akurdi Railway Station,303-rupeenagar-to-akurdi-railway-station
89,1,NORMAL_89_Swargate To Niljyoti_Up-0550_0,Swargate To Niljyoti,,0,,3459,,,89/1,1,1,89 - Swargate To Niljyoti,89-swargate-to-niljyoti
89,1,NORMAL_89_Niljyoti To Swargate_Down-0625_0,Niljyoti To Swargate,,0,,3460,,,89/1,2,2,89 - Niljyoti To Swargate,89-niljyoti-to-swargate
90,1,NORMAL_90_Swargate To Gokhalenagar_Up-0530_0,Swargate To Gokhalenagar,,0,,3464,,,90/1,1,1,90 - Swargate To Gokhalenagar,90-swargate-to-gokhalenagar
90,1,NORMAL_90_Gokhalenagar To Swargate_Down-0605_0,Gokhalenagar To Swargate,,0,,4307,,,90/1,2,2,90 - Gokhalenagar To Swargate,90-gokhalenagar-to-swargate
90,1,NORMAL_90_Swargate To Pandavnagar_Up-0720_0,Swargate To Pandavnagar,,0,,3461,,,90/4,1,1,90 - Swargate To Pandavnagar,90-swargate-to-pandavnagar
90,1,NORMAL_90_Pandavnagar To Swargate_Down-0755_0,Pandavnagar To Swargate,,0,,3462,,,90/4,2,2,90 - Pandavnagar To Swargate,90-pandavnagar-to-swargate
93,1,NORMAL_93_Deccan Gymkhana To Pimplenilakh_Up-0530_0,Deccan Gymkhana To Pimplenilakh,,0,,3468,,,93/1,1,1,93 - Deccan Gymkhana To Pimplenilakh,93-deccan-gymkhana-to-pimplenilakh
93,1,NORMAL_93_Pimplenilakh To Deccan Gymkhana_Down-0615_0,Pimplenilakh To Deccan Gymkhana,,0,,3467,,,93/1,2,2,93 - Pimplenilakh To Deccan Gymkhana,93-pimplenilakh-to-deccan-gymkhana
303,1,NORMAL_303_Bhakti Shakti To Bopodi_Down-0820_0,Bhakti Shakti To Bopodi,,1,,4053,,,303/4,5,5,303 - Bhakti Shakti To Bopodi,303-bhakti-shakti-to-bopodi
154,1,NORMAL_154_Pune Station To Vishrantwadi_Up-0555_0,Pune Station To Vishrantwadi,,0,,4604,,,154/3,1,1,154 - Pune Station To Vishrantwadi,154-pune-station-to-vishrantwadi
113,1,NORMAL_113_Mandai Stand To Vasantdada Putala Sangvi Mandai Stand_Round-0520_0,Mandai Stand To Vasantdada Putala Sangvi Mandai Stand,,1,,3252,,,113/1,1,1,113 - Mandai Stand To Vasantdada Putala Sangvi Mandai Stand,113-mandai-stand-to-vasantdada-putala-sangvi-mandai-stand
151,1,NORMAL_151_Alandi To Ma Na Pa Dengle Pul 2 Via 509 Pune Station (Ladies Sp)_Down-0830_0,Alandi To Ma Na Pa Dengle Pul 2 Via 509 Pune Station (Ladies Sp),,1,,5128,,,151/6,2,2,151 - Alandi To Ma Na Pa Dengle Pul 2 Via 509 Pune Station (Ladies Sp),151-alandi-to-ma-na-pa-dengle-pul-2-via-509-pune-station-ladies-sp
151,1,NORMAL_151_Ma Na Pa Petrol Pump To Alandi Via Pune Station 509 (Ladies Sp)_Up-1750_0,Ma Na Pa Petrol Pump To Alandi Via Pune Station 509 (Ladies Sp),,1,,5127,,,151/6,5,1,151 - Ma Na Pa Petrol Pump To Alandi Via Pune Station 509 (Ladies Sp),151-ma-na-pa-petrol-pump-to-alandi-via-pune-station-509-ladies-sp
158,1,NORMAL_158_Lohgaon To Ma Na Pa (Ladies Sp)_Down-0830_0,Lohgaon To Ma Na Pa (Ladies Sp),,1,,4480,,,158/10,4,4,158 - Lohgaon To Ma Na Pa (Ladies Sp),158-lohgaon-to-ma-na-pa-ladies-sp
158,1,NORMAL_158_Ma Na Pa To Lohgaon (Ladies Sp)_Up-0935_0,Ma Na Pa To Lohgaon (Ladies Sp),,1,,4479,,,158/10,5,5,158 - Ma Na Pa To Lohgaon (Ladies Sp),158-ma-na-pa-to-lohgaon-ladies-sp
169,1,NORMAL_169_Ma Na Pa Dengle Pul To Vadgaon Sheri Via Kalyaninagar_Up-0735_0,Ma Na Pa Dengle Pul To Vadgaon Sheri Via Kalyaninagar,,1,,4638,,,169/8,1,1,169 - Ma Na Pa Dengle Pul To Vadgaon Sheri Via Kalyaninagar,169-ma-na-pa-dengle-pul-to-vadgaon-sheri-via-kalyaninagar
169,1,NORMAL_169_Vadgaon Sheri To Ma Na Pa Dengle Pul Via Kalyaninagar (Ladies Sp)_Down-0820_0,Vadgaon Sheri To Ma Na Pa Dengle Pul Via Kalyaninagar (Ladies Sp),,1,,4996,,,169/8,2,2,169 - Vadgaon Sheri To Ma Na Pa Dengle Pul Via Kalyaninagar (Ladies Sp),169-vadgaon-sheri-to-ma-na-pa-dengle-pul-via-kalyaninagar-ladies-sp
169,1,NORMAL_169_Vadgaon Sheri To Ma Na Pa Dengle Pul Via Kalyaninagar_Down-1135_0,Vadgaon Sheri To Ma Na Pa Dengle Pul Via Kalyaninagar,,1,,4639,,,169/8,6,6,169 - Vadgaon Sheri To Ma Na Pa Dengle Pul Via Kalyaninagar,169-vadgaon-sheri-to-ma-na-pa-dengle-pul-via-kalyaninagar
348,1,NORMAL_348_Pune Station To Nigdi_Up-0855_0,Pune Station To Nigdi,,0,,4784,,,348/12,2,2,348 - Pune Station To Nigdi,348-pune-station-to-nigdi
169,1,NORMAL_169_Ma Na Pa Dengle Pul To Vadgaon Sheri Via Kalyaninagar (Ladies Sp)_Up-1700_0,Ma Na Pa Dengle Pul To Vadgaon Sheri Via Kalyaninagar (Ladies Sp),,1,,4995,,,169/8,9,3,169 - Ma Na Pa Dengle Pul To Vadgaon Sheri Via Kalyaninagar (Ladies Sp),169-ma-na-pa-dengle-pul-to-vadgaon-sheri-via-kalyaninagar-ladies-sp
VJR6,1,NORMAL_VJR6_Bhosari To Hinjawadi Maan Phase 3_Up-0530_0,Bhosari To Hinjawadi Maan Phase 3,,0,,3641,,,VJR 6/1,1,1,VJR6 - Bhosari To Hinjawadi Maan Phase 3,vjr6-bhosari-to-hinjawadi-maan-phase-3
VJR6,1,NORMAL_VJR6_Hinjawadi Maan Phase 3 To Bhosari_Down-0645_0,Hinjawadi Maan Phase 3 To Bhosari,,0,,3316,,,VJR 6/1,2,2,VJR6 - Hinjawadi Maan Phase 3 To Bhosari,vjr6-hinjawadi-maan-phase-3-to-bhosari
103,1,NORMAL_103_Kothrud Depot To Katraj (Ladies Sp)_Down-1650_1,Kothrud Depot To Katraj (Ladies Sp),,1,,4500,,,103/23,10,4,103 - Kothrud Depot To Katraj (Ladies Sp),103-kothrud-depot-to-katraj-ladies-sp
103,1,NORMAL_103_Katraj To Kothrud Depot (Ladies Sp)_Up-0820_0,Katraj To Kothrud Depot (Ladies Sp),,1,,4499,,,103/21,3,3,103 - Katraj To Kothrud Depot (Ladies Sp),103-katraj-to-kothrud-depot-ladies-sp
303,1,NORMAL_303_Bopodi To Bhakti Shakti_Up-1700_0,Bopodi To Bhakti Shakti,,1,,4052,,,303/4,16,3,303 - Bopodi To Bhakti Shakti,303-bopodi-to-bhakti-shakti
348,1,NORMAL_348_Nigdi To Pune Station_Down-0520_0,Nigdi To Pune Station,,0,,4785,,,348/1,1,1,348 - Nigdi To Pune Station,348-nigdi-to-pune-station
81,1,NORMAL_81_Kumbare Park To Pune Station_Up-0630_0,Kumbare Park To Pune Station,,0,,3626,,,81/1,1,1,81 - Kumbare Park To Pune Station,81-kumbare-park-to-pune-station
81,1,NORMAL_81_Pune Station To Kumbare Park_Down-0720_0,Pune Station To Kumbare Park,,0,,3627,,,81/1,2,2,81 - Pune Station To Kumbare Park,81-pune-station-to-kumbare-park
151,1,NORMAL_151_Pune Station To Alandi_Up-0605_0,Pune Station To Alandi,,0,,3634,,,150/1,1,1,151 - Pune Station To Alandi,151-pune-station-to-alandi
151,1,NORMAL_151_Alandi To Pune Station_Down-0705_0,Alandi To Pune Station,,0,,3635,,,150/1,2,2,151 - Alandi To Pune Station,151-alandi-to-pune-station
150_73,1,NORMAL_150_Pune Station Depo To Pimplegurav Via Wakdewadi Khadki Station Buddha Vihar_Up-0830_0,Pune Station Depo To Pimplegurav Via Wakdewadi Khadki Station Buddha Vihar,,1,,4553,,,150/1,3,3,150_73 - Pune Station Depo To Pimplegurav Via Wakdewadi Khadki Station Buddha Vihar,150-73-pune-station-depo-to-pimplegurav-via-wakdewadi-khadki-station-buddha-vihar
150_73,1,NORMAL_150_Pimplegurav To Pune Station Depo Via Buddha Vihar Khadki Station Wakdewadi_Down-0925_0,Pimplegurav To Pune Station Depo Via Buddha Vihar Khadki Station Wakdewadi,,1,,4554,,,150/1,4,4,150_73 - Pimplegurav To Pune Station Depo Via Buddha Vihar Khadki Station Wakdewadi,150-73-pimplegurav-to-pune-station-depo-via-buddha-vihar-khadki-station-wakdewadi
21A,1,NORMAL_21A_Swargate To Ammunition Factory_Up-0700_0,Swargate To Ammunition Factory,,0,,3716,,,21-Oct,1,1,21A - Swargate To Ammunition Factory,21a-swargate-to-ammunition-factory
21A,1,NORMAL_21A_Ammunition Factory To Swargate_Down-0735_0,Ammunition Factory To Swargate,,0,,3717,,,21-Oct,2,2,21A - Ammunition Factory To Swargate,21a-ammunition-factory-to-swargate
21B,1,NORMAL_21B_Swargate To HEMRL Company_Up-0805_0,Swargate To HEMRL Company,,0,,3720,,,21-Oct,3,3,21B - Swargate To HEMRL Company,21b-swargate-to-hemrl-company
21B,1,NORMAL_21B_HEMRL Company To Swargate_Down-0855_0,HEMRL Company To Swargate,,0,,3721,,,21-Oct,4,4,21B - HEMRL Company To Swargate,21b-hemrl-company-to-swargate
343_86,1,NORMAL_343_Vadgaon Mawal To Chakan Ambethan Chowk_Up-0615_0,Vadgaon Mawal To Chakan Ambethan Chowk,,1,,4153,,,343/1,2,2,343_86 - Vadgaon Mawal To Chakan Ambethan Chowk,343-86-vadgaon-mawal-to-chakan-ambethan-chowk
343_86,1,NORMAL_343_Chakan Ambethan Chowk To Vadgaon Mawal_Down-0735_0,Chakan Ambethan Chowk To Vadgaon Mawal,,1,,4155,,,343/1,3,3,343_86 - Chakan Ambethan Chowk To Vadgaon Mawal,343-86-chakan-ambethan-chowk-to-vadgaon-mawal
38,1,NORMAL_38_Dhankawadi To Na Ta Wadi_Up-0550_0,Dhankawadi To Na Ta Wadi,,0,,3533,,,38/1,1,1,38 - Dhankawadi To Na Ta Wadi,38-dhankawadi-to-na-ta-wadi
237,1,NORMAL_237_Warje Malwadi To Kharadi gaon_UP-0520_0,Warje Malwadi To Kharadi gaon,,0,,1080,,,237/1,1,1,237 - Warje Malwadi To Kharadi gaon,237-warje-malwadi-to-kharadi-gaon
237,1,NORMAL_237_Kharadi gaon To Warje Malwadi_Down-0645_0,Kharadi gaon To Warje Malwadi,,0,,1083,,,237/1,2,2,237 - Kharadi gaon To Warje Malwadi,237-kharadi-gaon-to-warje-malwadi
145,1,NORMAL_145_Sutarwadi Pashan To Pune Station_Down-0530_0,Sutarwadi Pashan To Pune Station,,1,,4189,,,145/3,1,1,145 - Sutarwadi Pashan To Pune Station,145-sutarwadi-pashan-to-pune-station
145,1,NORMAL_145_Pune Station To Sutarwadi Pashan_Up-0620_0,Pune Station To Sutarwadi Pashan,,1,,4190,,,145/3,2,2,145 - Pune Station To Sutarwadi Pashan,145-pune-station-to-sutarwadi-pashan
252,1,NORMAL_252_Ma Na Pa Bhavan To Charholi Gaon_Up-0530_0,Ma Na Pa Bhavan To Charholi Gaon,,1,,4705,,,252/1,1,1,252 - Ma Na Pa Bhavan To Charholi Gaon,252-ma-na-pa-bhavan-to-charholi-gaon
252,1,NORMAL_252_Charholi Gaon To Ma Na Pa Bhavan_Down-0640_0,Charholi Gaon To Ma Na Pa Bhavan,,1,,4706,,,252/1,2,2,252 - Charholi Gaon To Ma Na Pa Bhavan,252-charholi-gaon-to-ma-na-pa-bhavan
166,1,NORMAL_166_Pune Station To Viman Nagar_UP-0540_0,Pune Station To Viman Nagar,,0,,3191,,,166/1,1,1,166 - Pune Station To Viman Nagar,166-pune-station-to-viman-nagar
166,1,NORMAL_166_Vimannagar To Pune Station_Down-0610_0,Vimannagar To Pune Station,,0,,3192,,,166/1,2,2,166 - Vimannagar To Pune Station,166-vimannagar-to-pune-station
181,1,NORMAL_181_Na Ta Wadi To Kondhwa Kh_Up-0635_0,Na Ta Wadi To Kondhwa Kh,,0,,3668,,,181/3,1,1,181 - Na Ta Wadi To Kondhwa Kh,181-na-ta-wadi-to-kondhwa-kh
181,1,NORMAL_181_Kondhwa Kh To Na Ta Wadi_Down-0725_0,Kondhwa Kh To Na Ta Wadi,,0,,3670,,,181/3,2,2,181 - Kondhwa Kh To Na Ta Wadi,181-kondhwa-kh-to-na-ta-wadi
181C,1,NORMAL_181C_Na Ta Wadi To Kondhwa Bk_Up-0535_0,Na Ta Wadi To Kondhwa Bk,,0,,3777,,,181/4,1,1,181C - Na Ta Wadi To Kondhwa Bk,181c-na-ta-wadi-to-kondhwa-bk
181C,1,NORMAL_181C_Kondhwa Bk To Na Ta Wadi_Down-0635_0,Kondhwa Bk To Na Ta Wadi,,0,,3779,,,181/4,2,2,181C - Kondhwa Bk To Na Ta Wadi,181c-kondhwa-bk-to-na-ta-wadi
295,1,NORMAL_295_Katraj To Narhegaon_Down-0540_0,Katraj To Narhegaon,,1,,5097,,,295/1,1,1,295 - Katraj To Narhegaon,295-katraj-to-narhegaon
295,1,NORMAL_295_Narhegaon To Pune Station_Up-0600_0,Narhegaon To Pune Station,,1,,5092,,,295/1,2,2,295 - Narhegaon To Pune Station,295-narhegaon-to-pune-station
295,1,NORMAL_295_Pune Station To Narhegaon_Down-0710_0,Pune Station To Narhegaon,,1,,5093,,,295/1,3,3,295 - Pune Station To Narhegaon,295-pune-station-to-narhegaon
38,1,NORMAL_38_Na Ta Wadi To Dhankawadi_Down-0640_0,Na Ta Wadi To Dhankawadi,,0,,3534,,,38/1,2,2,38 - Na Ta Wadi To Dhankawadi,38-na-ta-wadi-to-dhankawadi
113,1,NORMAL_113_Mahatma Phule Mandai To Sangvi_Up-0545_0,Mahatma Phule Mandai To Sangvi,,1,,3245,,,113/3,1,1,113 - Mahatma Phule Mandai To Sangvi,113-mahatma-phule-mandai-to-sangvi
113,1,NORMAL_113_Sangvi To Mahatma Phule Mandai_Down-0630_0,Sangvi To Mahatma Phule Mandai,,1,,3217,,,113/3,2,2,113 - Sangvi To Mahatma Phule Mandai,113-sangvi-to-mahatma-phule-mandai
158B,1,NORMAL_158B_Ma Na Pa To D.Y. Patil Vidhypith Lohgaon_Up-0850_0,Ma Na Pa To D.Y. Patil Vidhypith Lohgaon,,0,,3882,,,158/8,3,3,158B - Ma Na Pa To D.Y. Patil Vidhypith Lohgaon,158b-ma-na-pa-to-dy-patil-vidhypith-lohgaon
158B,1,NORMAL_158B_D.Y. Patil Vidhypith Lohgaon To Ma Na Pa_Down-0955_0,D.Y. Patil Vidhypith Lohgaon To Ma Na Pa,,0,,3883,,,158/8,4,4,158B - D.Y. Patil Vidhypith Lohgaon To Ma Na Pa,158b-dy-patil-vidhypith-lohgaon-to-ma-na-pa
158A(NEW),1,NORMAL_158A(NEW)_Ma Na Pa Dengle Pul To Dadachi Padal_Up-0540_0,Ma Na Pa Dengle Pul To Dadachi Padal,,0,,3756,,,158/9,1,1,158A(NEW) - Ma Na Pa Dengle Pul To Dadachi Padal,158anew-ma-na-pa-dengle-pul-to-dadachi-padal
158A(NEW),1,NORMAL_158A(NEW)_Dadachi Padal To Ma Na Pa Dengle Pul_Down-0640_0,Dadachi Padal To Ma Na Pa Dengle Pul,,0,,3758,,,158/9,2,2,158A(NEW) - Dadachi Padal To Ma Na Pa Dengle Pul,158anew-dadachi-padal-to-ma-na-pa-dengle-pul
